48	48	48	48	48	48	48	48	48	48	48	48	48	48	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	30	30	30	30	30	30	30	30	30	30	30	30	30	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	28	28	28	28	28	28	28	28	28	28	24	24	24	24	24	24	24	24	24	24	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	20	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	48	48	48	48	48	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	28	28	28	28	28	28	28	28	28	28	24	24	24	24	24	24	24	24	24	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	20	190	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	97	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	28	28	28	28	28	28	28	28	28	28	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	20	190	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	97	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	180	180	180	209	209	209	209	209	209	209	209	209	209	209	209	28	28	28	28	28	28	28	28	28	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	20	190	190	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	97	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	181	181	181	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	180	180	180	180	180	180	180	180	180	180	180	180	180	209	28	28	28	28	28	28	28	28	28	24	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	20	190	190	190	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	97	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	181	181	181	181	181	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	28	28	28	28	28	28	28	24	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	190	190	190	190	190	142	142	142	142	142	142	142	142	142	142	142	142	142	142	119	119	97	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	181	181	181	181	181	181	181	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	53	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	28	28	28	28	24	24	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	190	190	190	190	190	190	153	142	142	142	142	142	142	142	142	142	142	119	119	119	119	119	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	113	113	113	113	113	113	113	113	113	113	113	113	113	181	181	181	181	181	181	181	181	181	181	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	53	53	53	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	161	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	28	28	24	24	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	20	190	190	190	190	190	190	153	153	153	153	153	142	142	142	142	119	119	119	119	119	119	119	97	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	213	213	213	213	213	213	213	213	213	213	213	213	213	181	181	181	181	181	181	181	181	181	181	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	186	53	53	53	53	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	161	161	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	24	24	24	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	190	190	190	190	190	190	190	153	153	153	153	153	153	153	153	119	119	119	119	119	119	119	119	119	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	213	213	213	213	213	213	213	213	213	213	213	213	181	181	181	181	181	181	181	181	181	181	181	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
48	48	48	48	48	48	48	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	123	186	186	186	186	186	186	186	186	186	186	186	186	186	53	53	53	53	53	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	161	161	161	161	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	24	24	24	24	24	24	24	24	24	24	24	146	146	146	146	146	146	146	146	146	20	20	20	20	20	20	20	20	20	20	20	190	190	190	190	190	190	190	153	153	153	153	153	153	153	153	119	119	119	119	119	119	119	119	119	97	97	97	97	97	97	97	97	13	13	13	13	13	13	13	13	13	13	13	13	13	13	213	213	213	213	213	213	213	213	213	213	213	213	181	181	181	181	181	181	181	181	181	61	61	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	75	75	75	75
