66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	473	473	473	473	473	285	285	285	285	285	285	296	296	296	296	296	296	296	343	343	343	343	343	343	343	343	343	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	151	151	151	151	151	151	151	151	151	344	344	344	344	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	473	473	473	473	473	285	285	285	285	285	285	296	296	296	296	296	296	296	343	343	343	343	343	343	343	343	343	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	151	151	151	151	151	151	151	151	151	151	344	344	344	344	330	330	330	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	335	335	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	473	473	473	473	473	285	285	285	285	285	285	296	296	296	296	296	296	343	343	343	343	343	343	343	343	343	343	343	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	330	330	330	330	330	240	240	240	240	240	240	240	240	240	240	240	240	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	335	335	335	335	335	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	114	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	473	473	473	473	473	285	285	285	285	285	285	296	296	296	296	296	296	343	343	343	343	343	343	343	343	343	343	343	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	151	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	344	330	330	330	330	330	330	330	240	240	240	240	240	240	240	240	240	240	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	17	17	17	17	17	17	17	17	17	17	17	204	204	204	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	114	114	342	342	342	342	342	342	342	342	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
111	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	407	407	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	308	308	308	473	473	285	285	285	285	285	285	296	296	296	296	296	343	343	343	343	343	343	343	343	343	343	343	343	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	151	151	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	344	330	330	330	330	330	330	330	330	330	330	240	240	240	240	240	240	240	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	17	17	17	17	17	17	17	204	204	204	204	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	114	114	114	342	342	342	342	342	342	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
111	111	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	407	407	407	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	308	308	308	308	308	308	308	308	285	285	285	285	296	296	296	296	296	343	343	343	343	343	343	343	343	343	343	343	343	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	222	151	151	151	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	344	344	330	330	330	330	330	330	330	330	330	330	330	330	240	240	240	240	240	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	17	17	17	17	204	204	204	204	204	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	114	114	114	342	342	342	342	342	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
111	111	111	111	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	407	407	407	407	407	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	308	308	308	308	308	308	308	308	308	308	285	285	285	285	296	296	296	343	343	343	343	343	343	343	343	343	343	343	343	343	440	440	440	440	222	222	222	222	222	222	222	222	222	222	222	222	222	151	151	151	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	344	344	344	330	330	330	330	330	330	330	330	330	330	330	330	330	330	240	240	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	204	204	204	204	204	204	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	342	342	342	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182	182
111	111	111	111	111	111	66	66	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	407	407	407	407	407	407	407	208	208	208	208	208	208	208	208	208	208	208	208	208	208	308	308	308	308	308	308	308	308	308	308	308	308	308	285	285	296	296	296	343	343	343	343	343	343	343	343	343	343	343	343	440	440	440	440	440	440	440	440	440	222	222	222	222	222	222	222	439	151	151	151	151	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	344	344	344	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	240	472	472	472	472	472	472	472	472	472	472	472	472	472	472	472	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	204	204	204	204	204	204	204	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	114	114	114	203	203	203	342	342	342	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182	182
111	111	111	111	111	111	111	66	66	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	407	407	407	407	407	407	407	407	407	208	208	208	208	208	208	208	208	208	208	208	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	285	296	296	343	343	343	343	343	343	343	343	269	269	269	269	440	440	440	440	440	440	440	440	440	440	440	440	440	440	439	439	439	439	151	151	151	151	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	344	344	344	344	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	472	472	472	472	472	472	472	472	472	472	472	472	472	472	148	148	148	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	204	204	204	204	204	204	204	204	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	114	203	203	203	203	203	203	203	342	342	342	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	182	182	182	182
111	111	111	111	111	111	111	111	111	66	66	66	66	66	66	66	66	66	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	407	407	407	407	407	407	407	407	407	407	208	208	208	208	208	208	208	208	208	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	296	269	269	269	269	269	269	269	269	269	269	269	269	269	440	440	440	440	440	440	440	440	440	440	440	440	440	439	439	439	439	439	151	151	151	151	151	151	151	151	151	151	151	151	151	151	344	344	344	344	344	344	344	344	344	344	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	330	472	472	472	472	472	472	472	472	472	472	472	472	148	148	148	148	148	148	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	262	114	114	114	114	114	114	114	114	114	114	114	203	203	203	203	203	203	203	203	203	203	342	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	182	182	182	182	182	182	182	182	39	39	39
